rodada;posicao_ebt;nota;dt_inicio_avaliacao;dt_fim_avaliacao;uf;nome_uf;municipio;cod_ibge;populacao;site_municipal;site_esic;regulamento_pagina_prefeitura;regulamento_pagina_prefeiturap;regulamentou_lai;regulamentou_laip;tipo_regulamentacao_lai;normativo_lai;dt_normativo_lai;regulamentou_criacao_sic;regulamentou_criacao_sicp;previsao_calassificacao;previsao_calassificacaop;previsao_responsabilizacao_servidor;previsao_responsabilizacao_servidorp;regulamentou_instancia_recursal;regulamentou_instancia_recursalp;pontos_regulamentacao;indicacao_orgao;indicacao_orgaop;indicacao_endereco;indicacao_enderecop;indicacao_telefone;indicacao_telefonep;indicacao_horario;indicacao_horariop;alternativa_sic_eletronico;alternativa_sic_eletronicop;envio_documento_cadastro;assinatura_reconhecida;declaracao_responsabilidade;maioridade;outras_exigencias;nao_exige_identificacaop;possibilidade_acompanhamento;possibilidade_acompanhamentop;resposta_no_prazo_pergunta_1;resposta_no_prazo_pergunta_2;resposta_no_prazo_pergunta_3;resposta_no_prazo_pergunta_4;pontos_prazo_perguntas;respondeu_pergunta_1;respondeu_pergunta_2;respondeu_pergunta_3;respondeu_pergunta_4;pontos_resposta_perguntas;pontos_transp_passiva;total_pontos;nota_1
2;799;0;04/08/2015;16/10/2015;ba;bahia;itarantim;2916807;19968;http://www.itarantim.ba.io.org.br/;Não Localizado;não;0;não;0;não localizado;não localizado;não localizado;não localizado;0;não localizado;0;não localizado;0;não localizado;0;0;não;0;não;0;não;0;não;0;não localizado, não funciona, fora do ar ou em manutenção;0;não;não;não;não;não;0;sem e-sic;0;sem e-sic;sem e-sic;sem e-sic;sem e-sic;0;sem e-sic;sem e-sic;sem e-sic;sem e-sic;0;0;0;0
2;799;0;04/08/2015;20/08/2015;ba;bahia;itatim;2916856;14691;http://www.itatim.ba.gov.br/;Não Localizado;não;0;não;0;não localizado;não localizado;não localizado;não localizado;0;não localizado;0;não localizado;0;não localizado;0;0;não;0;não;0;não;0;não;0;não localizado, não funciona, fora do ar ou em manutenção;0;não;não;não;não;não;0;sem e-sic;0;sem e-sic;sem e-sic;sem e-sic;sem e-sic;0;sem e-sic;sem e-sic;sem e-sic;sem e-sic;0;0;0;0
2;799;0;06/08/2015;20/08/2015;ba;bahia;itagimirim;2915304;7384;http://www.itagimirim.ba.gov.br;Não Localizado;não;0;não;0;não localizado;não localizado;não localizado;não localizado;0;não localizado;0;não localizado;0;não localizado;0;0;não;0;não;0;não;0;não;0;não localizado, não funciona, fora do ar ou em manutenção;0;não;não;não;não;não;0;sem e-sic;0;sem e-sic;sem e-sic;sem e-sic;sem e-sic;0;sem e-sic;sem e-sic;sem e-sic;sem e-sic;0;0;0;0
2;799;0;06/08/2015;19/08/2015;ba;bahia;formosa do rio preto;2911105;25074;http://www.formosadoriopreto.ba.gov.br;Não Localizado;não;0;não;0;não localizado;não localizado;não localizado;não localizado;0;não localizado;0;não localizado;0;não localizado;0;0;não;0;não;0;não;0;não;0;não localizado, não funciona, fora do ar ou em manutenção;0;não;não;não;não;não;0;sem e-sic;0;sem e-sic;sem e-sic;sem e-sic;sem e-sic;0;sem e-sic;sem e-sic;sem e-sic;sem e-sic;0;0;0;0
2;799;0;06/08/2015;19/08/2015;ba;bahia;gentio do ouro;2911303;11381;http://www.pmgentiodoouro.ba.ipmbrasil.org.br/;Não Localizado;não;0;não;0;não localizado;não localizado;não localizado;não localizado;0;não localizado;0;não localizado;0;não localizado;0;0;não;0;não;0;não;0;não;0;não localizado, não funciona, fora do ar ou em manutenção;0;não;não;não;não;não;0;sem e-sic;0;sem e-sic;sem e-sic;sem e-sic;sem e-sic;0;sem e-sic;sem e-sic;sem e-sic;sem e-sic;0;0;0;0
2;799;0;06/08/2015;19/08/2015;ba;bahia;guanambi;2911709;85237;http://www.guanambi.ba.gov.br/;Não Localizado;não;0;não;0;não localizado;não localizado;não localizado;não localizado;0;não localizado;0;não localizado;0;não localizado;0;0;não;0;não;0;não;0;não;0;não localizado, não funciona, fora do ar ou em manutenção;0;não;não;não;não;não;0;sem e-sic;0;sem e-sic;sem e-sic;sem e-sic;sem e-sic;0;sem e-sic;sem e-sic;sem e-sic;sem e-sic;0;0;0;0
2;799;0;06/08/2015;19/08/2015;ba;bahia;heliópolis;2911857;13786;http://heliopolis.ba.gov.br/;Não Localizado;não;0;não;0;não localizado;não localizado;não localizado;não localizado;0;não localizado;0;não localizado;0;não localizado;0;0;não;0;não;0;não;0;não;0;não localizado, não funciona, fora do ar ou em manutenção;0;não;não;não;não;não;0;sem e-sic;0;sem e-sic;sem e-sic;sem e-sic;sem e-sic;0;sem e-sic;sem e-sic;sem e-sic;sem e-sic;0;0;0;0
2;799;0;06/08/2015;19/08/2015;ba;bahia;ibicaraí;2912103;24303;http://ibicarai.ba.gov.br/;Não Localizado;não;0;não;0;não localizado;não localizado;não localizado;não localizado;0;não localizado;0;não localizado;0;não localizado;0;0;não;0;não;0;não;0;não;0;não localizado, não funciona, fora do ar ou em manutenção;0;não;não;não;não;não;0;sem e-sic;0;sem e-sic;sem e-sic;sem e-sic;sem e-sic;0;sem e-sic;sem e-sic;sem e-sic;sem e-sic;0;0;0;0
2;799;0;06/08/2015;19/08/2015;ba;bahia;ibirapuã;2912806;8671;http://www.ibirapua.ba.gov.br;Não Localizado;não;0;não;0;não localizado;não localizado;não localizado;não localizado;0;não localizado;0;não localizado;0;não localizado;0;0;não;0;não;0;não;0;não;0;não localizado, não funciona, fora do ar ou em manutenção;0;não;não;não;não;não;0;sem e-sic;0;sem e-sic;sem e-sic;sem e-sic;sem e-sic;0;sem e-sic;sem e-sic;sem e-sic;sem e-sic;0;0;0;0
2;799;0;06/08/2015;10/09/2015;ba;bahia;ibotirama;2913200;27405;http://www.ibotirama.ba.io.org.br;Não Localizado;não;0;não;0;não localizado;não localizado;não localizado;não localizado;0;não localizado;0;não localizado;0;não localizado;0;0;não;0;não;0;não;0;não;0;não localizado, não funciona, fora do ar ou em manutenção;0;não;não;não;não;não;0;sem e-sic;0;sem e-sic;sem e-sic;sem e-sic;sem e-sic;0;sem e-sic;sem e-sic;sem e-sic;sem e-sic;0;0;0;0
2;799;0;06/08/2015;20/08/2015;ba;bahia;igaporã;2913408;16193;http://www.igapora.ba.gov.br;Não Localizado;não;0;não;0;não localizado;não localizado;não localizado;não localizado;0;não localizado;0;não localizado;0;não localizado;0;0;não;0;não;0;não;0;não;0;não localizado, não funciona, fora do ar ou em manutenção;0;não;não;não;não;não;0;sem e-sic;0;sem e-sic;sem e-sic;sem e-sic;sem e-sic;0;sem e-sic;sem e-sic;sem e-sic;sem e-sic;0;0;0;0
2;799;0;06/08/2015;20/08/2015;ba;bahia;ipecaetá;2913804;15634;http://ipecaeta.ba.gov.br/;Não Localizado;não;0;não;0;não localizado;não localizado;não localizado;não localizado;0;não localizado;0;não localizado;0;não localizado;0;0;não;0;não;0;não;0;não;0;não localizado, não funciona, fora do ar ou em manutenção;0;não;não;não;não;não;0;sem e-sic;0;sem e-sic;sem e-sic;sem e-sic;sem e-sic;0;sem e-sic;sem e-sic;sem e-sic;sem e-sic;0;0;0;0
2;799;0;28/07/2015;16/10/2015;ba;bahia;rio do antônio;2926806;15530;http://www.riodoantonio.ba.io.org.br/;Não Localizado;não;0;não;0;não localizado;não localizado;não localizado;não localizado;0;não localizado;0;não localizado;0;não localizado;0;0;não;0;não;0;não;0;não;0;não localizado, não funciona, fora do ar ou em manutenção;0;não;não;não;não;não;0;sem e-sic;0;sem e-sic;sem e-sic;sem e-sic;sem e-sic;0;sem e-sic;sem e-sic;sem e-sic;sem e-sic;0;0;0;0
2;799;0;04/08/2015;18/08/2015;ba;bahia;são félix do coribe;2929057;15548;http://www.saofelixdocoribe.ba.gov.br/;Não Localizado;não;0;não;0;não localizado;não localizado;não localizado;não localizado;0;não localizado;0;não localizado;0;não localizado;0;0;não;0;não;0;não;0;não;0;não localizado, não funciona, fora do ar ou em manutenção;0;não;não;não;não;não;0;sem e-sic;0;sem e-sic;sem e-sic;sem e-sic;sem e-sic;0;sem e-sic;sem e-sic;sem e-sic;sem e-sic;0;0;0;0
2;799;0;04/08/2015;18/08/2015;ba;bahia;são miguel das matas;2929404;11963;Não Localizado;Não Localizado;não;0;não;0;não localizado;não localizado;não localizado;não localizado;0;não localizado;0;não localizado;0;não localizado;0;0;não;0;não;0;não;0;não;0;não localizado, não funciona, fora do ar ou em manutenção;0;não;não;não;não;não;0;sem e-sic;0;sem e-sic;sem e-sic;sem e-sic;sem e-sic;0;sem e-sic;sem e-sic;sem e-sic;sem e-sic;0;0;0;0
2;799;0;30/07/2015;20/08/2015;ba;bahia;presidente tancredo neves;2925758;27187;http://www.presidentetancredoneves.ba.gov.br/;Não Localizado;não;0;não;0;não localizado;não localizado;não localizado;não localizado;0;não localizado;0;não localizado;0;não localizado;0;0;não;0;não;0;não;0;não;0;não localizado, não funciona, fora do ar ou em manutenção;0;não;não;não;não;não;0;sem e-sic;0;sem e-sic;sem e-sic;sem e-sic;sem e-sic;0;sem e-sic;sem e-sic;sem e-sic;sem e-sic;0;0;0;0
2;799;0;30/07/2015;20/08/2015;ba;bahia;queimadas;2925808;26054;http://www.queimadas.ba.gov.br/pmq/;Não Localizado;não;0;não;0;não localizado;não localizado;não localizado;não localizado;0;não localizado;0;não localizado;0;não localizado;0;0;não;0;não;0;não;0;não;0;não localizado, não funciona, fora do ar ou em manutenção;0;não;não;não;não;não;0;sem e-sic;0;sem e-sic;sem e-sic;sem e-sic;sem e-sic;0;sem e-sic;sem e-sic;sem e-sic;sem e-sic;0;0;0;0
2;799;0;29/07/2015;20/08/2015;ba;bahia;quijingue;2925907;29088;http://www.quijingue.ba.io.org.br/;Não Localizado;não;0;não;0;não localizado;não localizado;não localizado;não localizado;0;não localizado;0;não localizado;0;não localizado;0;0;não;0;não;0;não;0;não;0;não localizado, não funciona, fora do ar ou em manutenção;0;não;não;não;não;não;0;sem e-sic;0;sem e-sic;sem e-sic;sem e-sic;sem e-sic;0;sem e-sic;sem e-sic;sem e-sic;sem e-sic;0;0;0;0
2;799;0;29/07/2015;21/08/2015;ba;bahia;retirolândia;2926103;13209;http://retirolandia.ba.gov.br/;Não Localizado;não;0;não;0;não localizado;não localizado;não localizado;não localizado;0;não localizado;0;não localizado;0;não localizado;0;0;não;0;não;0;não;0;não;0;não localizado, não funciona, fora do ar ou em manutenção;0;não;não;não;não;não;0;sem e-sic;0;sem e-sic;sem e-sic;sem e-sic;sem e-sic;0;sem e-sic;sem e-sic;sem e-sic;sem e-sic;0;0;0;0
2;799;0;03/08/2015;20/08/2015;ba;bahia;medeiros neto;2921104;23420;Não Localizado;Não Localizado;não;0;não;0;não localizado;não localizado;não localizado;não localizado;0;não localizado;0;não localizado;0;não localizado;0;0;não;0;não;0;não;0;não;0;não localizado, não funciona, fora do ar ou em manutenção;0;não;não;não;não;não;0;sem e-sic;0;sem e-sic;sem e-sic;sem e-sic;sem e-sic;0;sem e-sic;sem e-sic;sem e-sic;sem e-sic;0;0;0;0
2;799;0;03/08/2015;20/08/2015;ba;bahia;muquém de são francisco;2922250;11552;http://www.muquemdosaofrancisco.ba.gov.br/;Não Localizado;não;0;não;0;não localizado;não localizado;não localizado;não localizado;0;não localizado;0;não localizado;0;não localizado;0;0;não;0;não;0;não;0;não;0;não localizado, não funciona, fora do ar ou em manutenção;0;não;não;não;não;não;0;sem e-sic;0;sem e-sic;sem e-sic;sem e-sic;sem e-sic;0;sem e-sic;sem e-sic;sem e-sic;sem e-sic;0;0;0;0
2;799;0;04/08/2015;20/08/2015;ba;bahia;joão dourado;2918357;24894;http://www.joaodourado.ba.gov.br/novosite/;Não Localizado;não;0;não;0;não localizado;não localizado;não localizado;não localizado;0;não localizado;0;não localizado;0;não localizado;0;0;não;0;não;0;não;0;não;0;não localizado, não funciona, fora do ar ou em manutenção;0;não;não;não;não;não;0;sem e-sic;0;sem e-sic;sem e-sic;sem e-sic;sem e-sic;0;sem e-sic;sem e-sic;sem e-sic;sem e-sic;0;0;0;0
2;799;0;04/08/2015;20/08/2015;ba;bahia;jucuruçu;2918456;10272;http://www.jucurucu.ba.io.org.br/;Não Localizado;não;0;não;0;não localizado;não localizado;não localizado;não localizado;0;não localizado;0;não localizado;0;não localizado;0;0;não;0;não;0;não;0;não;0;não localizado, não funciona, fora do ar ou em manutenção;0;não;não;não;não;não;0;sem e-sic;0;sem e-sic;sem e-sic;sem e-sic;sem e-sic;0;sem e-sic;sem e-sic;sem e-sic;sem e-sic;0;0;0;0
2;799;0;03/08/2015;20/08/2015;ba;bahia;laje;2918803;23682;http://www.laje.ba.gov.br/;Não Localizado;não;0;não;0;não localizado;não localizado;não localizado;não localizado;0;não localizado;0;não localizado;0;não localizado;0;0;não;0;não;0;não;0;não;0;não localizado, não funciona, fora do ar ou em manutenção;0;não;não;não;não;não;0;sem e-sic;0;sem e-sic;sem e-sic;sem e-sic;sem e-sic;0;sem e-sic;sem e-sic;sem e-sic;sem e-sic;0;0;0;0
2;799;0;03/08/2015;20/08/2015;ba;bahia;lajedo do tabocal;2919058;8810;http://www.lajedodotabocal.ba.io.org.br/;Não Localizado;não;0;não;0;não localizado;não localizado;não localizado;não localizado;0;não localizado;0;não localizado;0;não localizado;0;0;não;0;não;0;não;0;não;0;não localizado, não funciona, fora do ar ou em manutenção;0;não;não;não;não;não;0;sem e-sic;0;sem e-sic;sem e-sic;sem e-sic;sem e-sic;0;sem e-sic;sem e-sic;sem e-sic;sem e-sic;0;0;0;0
2;799;0;03/08/2015;20/08/2015;ba;bahia;macajuba;2919603;11836;http://macajuba.ba.gov.br/;Não Localizado;não;0;não;0;não localizado;não localizado;não localizado;não localizado;0;não localizado;0;não localizado;0;não localizado;0;0;não;0;não;0;não;0;não;0;não localizado, não funciona, fora do ar ou em manutenção;0;não;não;não;não;não;0;sem e-sic;0;sem e-sic;sem e-sic;sem e-sic;sem e-sic;0;sem e-sic;sem e-sic;sem e-sic;sem e-sic;0;0;0;0
2;799;0;03/08/2015;20/08/2015;ba;bahia;macururé;2919900;8390;http://www.macurure.ba.io.org.br/;Não Localizado;não;0;não;0;não localizado;não localizado;não localizado;não localizado;0;não localizado;0;não localizado;0;não localizado;0;0;não;0;não;0;não;0;não;0;não localizado, não funciona, fora do ar ou em manutenção;0;não;não;não;não;não;0;sem e-sic;0;sem e-sic;sem e-sic;sem e-sic;sem e-sic;0;sem e-sic;sem e-sic;sem e-sic;sem e-sic;0;0;0;0
2;799;0;31/07/2015;16/10/2015;ba;bahia;nova canaã;2922706;17048;http://www.novacanaa.ba.io.org.br/;Não Localizado;não;0;não;0;não localizado;não localizado;não localizado;não localizado;0;não localizado;0;não localizado;0;não localizado;0;0;não;0;não;0;não;0;não;0;não localizado, não funciona, fora do ar ou em manutenção;0;não;não;não;não;não;0;sem e-sic;0;sem e-sic;sem e-sic;sem e-sic;sem e-sic;0;sem e-sic;sem e-sic;sem e-sic;sem e-sic;0;0;0;0
2;799;0;31/07/2015;20/08/2015;ba;bahia;oliveira dos brejinhos;2923209;22756;http://www.oliveiradosbrejinhos.ba.gov.br/;Não Localizado;não;0;não;0;não localizado;não localizado;não localizado;não localizado;0;não localizado;0;não localizado;0;não localizado;0;0;não;0;não;0;não;0;não;0;não localizado, não funciona, fora do ar ou em manutenção;0;não;não;não;não;não;0;sem e-sic;0;sem e-sic;sem e-sic;sem e-sic;sem e-sic;0;sem e-sic;sem e-sic;sem e-sic;sem e-sic;0;0;0;0
2;799;0;31/07/2015;20/08/2015;ba;bahia;paripiranga;2923803;29769;http://www.paripiranga.ba.io.org.br/;Não Localizado;não;0;não;0;não localizado;não localizado;não localizado;não localizado;0;não localizado;0;não localizado;0;não localizado;0;0;não;0;não;0;não;0;não;0;não localizado, não funciona, fora do ar ou em manutenção;0;não;não;não;não;não;0;sem e-sic;0;sem e-sic;sem e-sic;sem e-sic;sem e-sic;0;sem e-sic;sem e-sic;sem e-sic;sem e-sic;0;0;0;0
2;799;0;31/07/2015;20/08/2015;ba;bahia;pé de serra;2924058;14474;http://www.pedeserra.ba.gov.br/;Não Localizado;não;0;não;0;não localizado;não localizado;não localizado;não localizado;0;não localizado;0;não localizado;0;não localizado;0;0;não;0;não;0;não;0;não;0;não localizado, não funciona, fora do ar ou em manutenção;0;não;não;não;não;não;0;sem e-sic;0;sem e-sic;sem e-sic;sem e-sic;sem e-sic;0;sem e-sic;sem e-sic;sem e-sic;sem e-sic;0;0;0;0
2;799;0;31/07/2015;20/08/2015;ba;bahia;pedro alexandre;2924207;18094;http://pedroalexandre.ba.io.org.br/;Não Localizado;não;0;não;0;não localizado;não localizado;não localizado;não localizado;0;não localizado;0;não localizado;0;não localizado;0;0;não;0;não;0;não;0;não;0;não localizado, não funciona, fora do ar ou em manutenção;0;não;não;não;não;não;0;sem e-sic;0;sem e-sic;sem e-sic;sem e-sic;sem e-sic;0;sem e-sic;sem e-sic;sem e-sic;sem e-sic;0;0;0;0
2;799;0;30/07/2015;20/08/2015;ba;bahia;poções;2925105;48655;http://www.pocoes.ba.gov.br/;Não Localizado;não;0;não;0;não localizado;não localizado;não localizado;não localizado;0;não localizado;0;não localizado;0;não localizado;0;0;não;0;não;0;não;0;não;0;não localizado, não funciona, fora do ar ou em manutenção;0;não;não;não;não;não;0;sem e-sic;0;sem e-sic;sem e-sic;sem e-sic;sem e-sic;0;sem e-sic;sem e-sic;sem e-sic;sem e-sic;0;0;0;0
2;799;0;30/07/2015;20/08/2015;ba;bahia;potiraguá;2925402;9263;http://www.potiragua.ba.io.org.br/;Não Localizado;não;0;não;0;não localizado;não localizado;não localizado;não localizado;0;não localizado;0;não localizado;0;não localizado;0;0;não;0;não;0;não;0;não;0;não localizado, não funciona, fora do ar ou em manutenção;0;não;não;não;não;não;0;sem e-sic;0;sem e-sic;sem e-sic;sem e-sic;sem e-sic;0;sem e-sic;sem e-sic;sem e-sic;sem e-sic;0;0;0;0
2;799;0;06/08/2015;17/08/2015;al;alagoas;são josé da tapera;2708402;32075;Não Localizado;Não Localizado;não;0;não;0;não localizado;não localizado;não localizado;não localizado;0;não localizado;0;não localizado;0;não localizado;0;0;não;0;não;0;não;0;não;0;não localizado, não funciona, fora do ar ou em manutenção;0;não;não;não;não;não;0;sem e-sic;0;sem e-sic;sem e-sic;sem e-sic;sem e-sic;0;sem e-sic;sem e-sic;sem e-sic;sem e-sic;0;0;0;0
2;799;0;06/08/2015;17/08/2015;al;alagoas;são luís do quitunde;2708501;34436;Não Localizado;Não Localizado;não;0;não;0;não localizado;não localizado;não localizado;não localizado;0;não localizado;0;não localizado;0;não localizado;0;0;não;0;não;0;não;0;não;0;não localizado, não funciona, fora do ar ou em manutenção;0;não;não;não;não;não;0;sem e-sic;0;sem e-sic;sem e-sic;sem e-sic;sem e-sic;0;sem e-sic;sem e-sic;sem e-sic;sem e-sic;0;0;0;0
2;799;0;06/08/2015;16/10/2015;al;alagoas;são miguel dos campos;2708600;59830;http://www.saomigueldoscampos.al.gov.br/site/;Não Localizado;não;0;não;0;não localizado;não localizado;não localizado;não localizado;0;não localizado;0;não localizado;0;não localizado;0;0;não;0;não;0;não;0;não;0;não localizado, não funciona, fora do ar ou em manutenção;0;não;não;não;não;não;0;sem e-sic;0;sem e-sic;sem e-sic;sem e-sic;sem e-sic;0;sem e-sic;sem e-sic;sem e-sic;sem e-sic;0;0;0;0
2;799;0;05/08/2015;17/08/2015;al;alagoas;roteiro;2707800;6819;http://www.prefeituraderoteiro.com.br/;Não Localizado;não;0;não;0;não localizado;não localizado;não localizado;não localizado;0;não localizado;0;não localizado;0;não localizado;0;0;não;0;não;0;não;0;não;0;não localizado, não funciona, fora do ar ou em manutenção;0;não;não;não;não;não;0;sem e-sic;0;sem e-sic;sem e-sic;sem e-sic;sem e-sic;0;sem e-sic;sem e-sic;sem e-sic;sem e-sic;0;0;0;0
2;799;0;06/08/2015;17/08/2015;al;alagoas;santa luzia do norte;2707909;7292;http://www.santaluziadonorte.al.gov.br/santaluziadonorte_portalprefeitura/?pg=evento&id=47;Não Localizado;não;0;não;0;não localizado;não localizado;não localizado;não localizado;0;não localizado;0;não localizado;0;não localizado;0;0;não;0;não;0;não;0;não;0;não localizado, não funciona, fora do ar ou em manutenção;0;não;não;não;não;não;0;sem e-sic;0;sem e-sic;sem e-sic;sem e-sic;sem e-sic;0;sem e-sic;sem e-sic;sem e-sic;sem e-sic;0;0;0;0
2;799;0;30/07/2015;17/08/2015;se;sergipe;arauá;2800407;10684;http://www.araua.se.gov.br/v1/site/site/;Não Localizado;não;0;não;0;não localizado;não localizado;não localizado;não localizado;0;não localizado;0;não localizado;0;não localizado;0;0;não;0;não;0;não;0;não;0;não localizado, não funciona, fora do ar ou em manutenção;0;não;não;não;não;não;0;sem e-sic;0;sem e-sic;sem e-sic;sem e-sic;sem e-sic;0;sem e-sic;sem e-sic;sem e-sic;sem e-sic;0;0;0;0
2;799;0;27/07/2015;18/08/2015;al;alagoas;satuba;2708907;13241;http://www.satuba.al.gov.br/portal1/intro.asp?iIdMun=100127094;Não Localizado;não;0;não;0;não localizado;não localizado;não localizado;não localizado;0;não localizado;0;não localizado;0;não localizado;0;0;não;0;não;0;não;0;não;0;não localizado, não funciona, fora do ar ou em manutenção;0;não;não;não;não;não;0;sem e-sic;0;sem e-sic;sem e-sic;sem e-sic;sem e-sic;0;sem e-sic;sem e-sic;sem e-sic;sem e-sic;0;0;0;0
2;799;0;27/07/2015;16/10/2015;al;alagoas;senador rui palmeira;2708956;13839;Não Localizado;Não Localizado;não;0;não;0;não localizado;não localizado;não localizado;não localizado;0;não localizado;0;não localizado;0;não localizado;0;0;não;0;não;0;não;0;não;0;não localizado, não funciona, fora do ar ou em manutenção;0;não;não;não;não;não;0;sem e-sic;0;sem e-sic;sem e-sic;sem e-sic;sem e-sic;0;sem e-sic;sem e-sic;sem e-sic;sem e-sic;0;0;0;0
2;799;0;28/07/2015;18/08/2015;al;alagoas;taquarana;2709103;19856;http://www.taquarana.al.gov.br/;Não Localizado;não;0;não;0;não localizado;não localizado;não localizado;não localizado;0;não localizado;0;não localizado;0;não localizado;0;0;não;0;não;0;não;0;não;0;não localizado, não funciona, fora do ar ou em manutenção;0;não;não;não;não;não;0;sem e-sic;0;sem e-sic;sem e-sic;sem e-sic;sem e-sic;0;sem e-sic;sem e-sic;sem e-sic;sem e-sic;0;0;0;0
2;799;0;28/07/2015;16/10/2015;al;alagoas;teotônio vilela;2709152;43895;http://www.prefeiturateotonio.com.br/;Não Localizado;não;0;não;0;não localizado;não localizado;não localizado;não localizado;0;não localizado;0;não localizado;0;não localizado;0;0;não;0;não;0;não;0;não;0;não localizado, não funciona, fora do ar ou em manutenção;0;não;não;não;não;não;0;sem e-sic;0;sem e-sic;sem e-sic;sem e-sic;sem e-sic;0;sem e-sic;sem e-sic;sem e-sic;sem e-sic;0;0;0;0
2;799;0;28/07/2015;18/08/2015;al;alagoas;traipu;2709202;27648;http://traipu.al.gov.br/;Não Localizado;não;0;não;0;não localizado;não localizado;não localizado;não localizado;0;não localizado;0;não localizado;0;não localizado;0;0;não;0;não;0;não;0;não;0;não localizado, não funciona, fora do ar ou em manutenção;0;não;não;não;não;não;0;sem e-sic;0;sem e-sic;sem e-sic;sem e-sic;sem e-sic;0;sem e-sic;sem e-sic;sem e-sic;sem e-sic;0;0;0;0
2;799;0;29/07/2015;17/08/2015;se;sergipe;aquidabã;2800209;21170;http://www.aquidaba.se.gov.br/;Não Localizado;não;0;não;0;não localizado;não localizado;não localizado;não localizado;0;não localizado;0;não localizado;0;não localizado;0;0;não;0;não;0;não;0;não;0;não localizado, não funciona, fora do ar ou em manutenção;0;não;não;não;não;não;0;sem e-sic;0;sem e-sic;sem e-sic;sem e-sic;sem e-sic;0;sem e-sic;sem e-sic;sem e-sic;sem e-sic;0;0;0;0
2;799;0;05/08/2015;17/08/2015;al;alagoas;paripueira;2706448;12687;Não Localizado;Não Localizado;não;0;não;0;não localizado;não localizado;não localizado;não localizado;0;não localizado;0;não localizado;0;não localizado;0;0;não;0;não;0;não;0;não;0;não localizado, não funciona, fora do ar ou em manutenção;0;não;não;não;não;não;0;sem e-sic;0;sem e-sic;sem e-sic;sem e-sic;sem e-sic;0;sem e-sic;sem e-sic;sem e-sic;sem e-sic;0;0;0;0
2;799;0;05/08/2015;17/08/2015;al;alagoas;piranhas;2707107;24759;http://www.piranhas.al.gov.br/;Não Localizado;não;0;não;0;não localizado;não localizado;não localizado;não localizado;0;não localizado;0;não localizado;0;não localizado;0;0;não;0;não;0;não;0;não;0;não localizado, não funciona, fora do ar ou em manutenção;0;não;não;não;não;não;0;sem e-sic;0;sem e-sic;sem e-sic;sem e-sic;sem e-sic;0;sem e-sic;sem e-sic;sem e-sic;sem e-sic;0;0;0;0
2;799;0;05/08/2015;17/08/2015;al;alagoas;quebrangulo;2707602;11644;Não Localizado;Não Localizado;não;0;não;0;não localizado;não localizado;não localizado;não localizado;0;não localizado;0;não localizado;0;não localizado;0;0;não;0;não;0;não;0;não;0;não localizado, não funciona, fora do ar ou em manutenção;0;não;não;não;não;não;0;sem e-sic;0;sem e-sic;sem e-sic;sem e-sic;sem e-sic;0;sem e-sic;sem e-sic;sem e-sic;sem e-sic;0;0;0;0
2;799;0;17/08/2015;10/11/2015;al;alagoas;atalaia;2700409;47052;Não Localizado;Não Localizado;não;0;não;0;não localizado;não localizado;não localizado;não localizado;0;não localizado;0;não localizado;0;não localizado;0;0;não;0;não;0;não;0;não;0;não localizado, não funciona, fora do ar ou em manutenção;0;não;não;não;não;não;0;sem e-sic;0;sem e-sic;sem e-sic;sem e-sic;sem e-sic;0;sem e-sic;sem e-sic;sem e-sic;sem e-sic;0;0;0;0
2;799;0;30/07/2015;17/08/2015;al;alagoas;barra de são miguel;2700607;8191;http://barradesaomiguel.al.gov.br/;Não Localizado;não;0;não;0;não localizado;não localizado;não localizado;não localizado;0;não localizado;0;não localizado;0;não localizado;0;0;não;0;não;0;não;0;não;0;não localizado, não funciona, fora do ar ou em manutenção;0;não;não;não;não;não;0;sem e-sic;0;sem e-sic;sem e-sic;sem e-sic;sem e-sic;0;sem e-sic;sem e-sic;sem e-sic;sem e-sic;0;0;0;0
2;799;0;30/07/2015;17/08/2015;al;alagoas;belém;2700805;4659;Não Localizado;Não Localizado;não;0;não;0;não localizado;não localizado;não localizado;não localizado;0;não localizado;0;não localizado;0;não localizado;0;0;não;0;não;0;não;0;não;0;não localizado, não funciona, fora do ar ou em manutenção;0;não;não;não;não;não;0;sem e-sic;0;sem e-sic;sem e-sic;sem e-sic;sem e-sic;0;sem e-sic;sem e-sic;sem e-sic;sem e-sic;0;0;0;0
2;799;0;30/07/2015;18/08/2015;al;alagoas;branquinha;2701100;10783;Não Localizado;Não Localizado;não;0;não;0;não localizado;não localizado;não localizado;não localizado;0;não localizado;0;não localizado;0;não localizado;0;0;não;0;não;0;não;0;não;0;não localizado, não funciona, fora do ar ou em manutenção;0;não;não;não;não;não;0;sem e-sic;0;sem e-sic;sem e-sic;sem e-sic;sem e-sic;0;sem e-sic;sem e-sic;sem e-sic;sem e-sic;0;0;0;0
2;799;0;30/07/2015;18/08/2015;al;alagoas;cacimbinhas;2701209;10775;Não Localizado;Não Localizado;não;0;não;0;não localizado;não localizado;não localizado;não localizado;0;não localizado;0;não localizado;0;não localizado;0;0;não;0;não;0;não;0;não;0;não localizado, não funciona, fora do ar ou em manutenção;0;não;não;não;não;não;0;sem e-sic;0;sem e-sic;sem e-sic;sem e-sic;sem e-sic;0;sem e-sic;sem e-sic;sem e-sic;sem e-sic;0;0;0;0
